0,1,2,3,4,5,6,7,8,Potability
-1.0883642019245783,0.6742028845405507,-0.8447996072645189,-0.9615888105890227,-0.014876674701929202,0.5716363403746021,-1.1310573440073357,0.4300027967373418,1.2591884232095634,1
-0.029622780239487632,-0.31128116296974995,1.044319548810798,0.3189691376752529,-0.18415756547124998,-0.3397657102712374,1.5481947406243608,0.9132984879593317,-0.7261506419957304,1
0.29886533925333425,-0.11133753282364589,-0.5664848599549283,1.079502110525675,0.357708248429289,-1.967767007576498,0.48245133090912595,1.0769305074876943,0.4524902549660357,0
-2.006272473500525,-2.5074062588632398,2.115126518976174,-0.4066100658283366,-0.014876674701929202,-0.4209013976959579,0.4412090058604713,0.1555654264857995,-0.5839759960342313,0
-2.072731895288713,0.21798387041461076,2.320486465756786,0.909951344171075,-1.50401892282747,0.9521744899354174,-0.17279868786322378,-1.2720725212431885,0.2721152575196002,0
-2.7044067551698623,0.07025069402529364,2.6426972594181555,0.4442691753643921,-0.25571167475530876,0.010956758057819036,0.3617571984018752,-0.7503918517431434,0.35890221844424103,0
0.06845405078100299,0.09050433064622282,-1.0098460026926561,-0.8713952349694865,0.48363349259396826,0.12640972549638915,1.440060070315163,-0.877579813295828,-2.227468854843766,0
1.1613560135715963,-0.139721143638975,-0.027147942006943065,-1.5176969855240066,1.4820671958265528,0.11313649426387078,-0.7412650733024307,-0.6577244606757954,-0.17052358769260478,0
-0.124637278113473,-0.688701207363252,-0.2350605419290951,0.23153500757234577,0.006724046188611126,0.18053620367579165,-1.0716289459746977,1.4427330874116862,1.8891891113799983,0
-0.25133177754333713,-0.8268252564377322,-0.5514937686873971,-0.46985589762073504,-0.08830451781308146,-0.263183375475571,-1.0573425278569915,-0.907182045843879,0.27185308449718915,1
-0.6701655759962916,0.554855322276297,-1.1850969731220404,0.0674696152495529,-0.014876674701929202,-1.0118050688444808,-0.3316993184613549,2.0593802268316908,-0.3785855120890101,0
-0.3444304634309609,-1.6457952576124752,-1.04272248947139,1.2719195516166864,0.19592921832842017,-1.0621780302035324,0.8376904187943358,1.2555959822128333,-2.196008173643314,0
-0.02663319429181107,0.2705070793473788,-0.510257555057163,0.5747129201844503,1.7276369198097694,-1.3259154826409127,-0.14213156542406824,1.7427010409644126,-1.2246102676216997,1
-0.9653545544999138,-0.7361581624011597,-0.6366443265073922,0.10039274543663497,1.5003628451156508,-0.08892054613640242,-0.7594725753598438,1.2709292613017762,-0.6327944070219956,1
-0.02663319429181107,-0.280084705003522,0.45655969892919485,0.8735608157894527,-0.3653777926502504,1.3260977850467979,1.6775302154121383,-0.7631500157395978,1.4954925269237371,0
-2.021750221473654,-0.8407523408953128,0.022963196426259744,-0.8154509968771799,-0.014876674701929202,-1.001995303938892,0.34254295879069785,-2.015048309186675,-0.19823713853721284,0
-0.02663319429181107,1.3352234930753468,0.45143073476806367,2.2013264716428136,-0.014876674701929202,0.2511483018493811,-0.22873984835935102,0.8862153008286553,-0.769675303134433,0
0.6179717593297767,1.5000619210046167,1.1606195919515978,1.603301710048426,1.8245515540248582,0.5822842902800363,-0.7855816515439138,-2.7094982440691395,-0.5238779533835786,0
-0.02663319429181107,0.8363848541874047,-1.516962026044021,0.9220709010282849,-0.014876674701929202,-0.6296105250494569,0.3317968749139849,-0.11407796628669424,-0.6657297975134473,0
-0.02663319429181107,0.2953578630503628,0.88355986671124,0.25069616853285315,-0.014876674701929202,0.04821945132397026,1.9281506086086821,1.021785040160881,-0.09032244513413855,0
-0.11427238519053191,0.32462138179979944,-0.4634387062212674,-0.05003788714079172,-0.014876674701929202,2.160780256252499,-0.7714664964122823,-0.5209595622612428,0.6453354718242224,1
-0.02663319429181107,0.22157494080299994,-0.06723497297995608,-0.6732494449326807,-0.3978783678830244,-0.9570005904500388,-0.5186101725066877,0.14569907697096676,0.8225289548293199,0
0.09728813520291708,-0.5887173497185588,1.4526491667168924,-1.2549168637968104,-1.2810650186402945,-1.1578487247531202,-1.2083471600586768,0.6946881733263043,-0.5931974917653488,0
-3.620963305990923,-1.4651331144099864,2.2303969315148517,0.3845450608855071,1.1702565064841153,0.02606307692542739,-1.057084160869749,-0.08594375552552314,-1.2653889927786521,1
0.4867755043130577,-0.6415197097072413,-0.9823000829817269,0.25012988905746086,-0.014876674701929202,0.8008637288500716,-0.15266570361579335,0.5544273961420406,1.191694633051725,0
1.6811760201228698,0.13264880285316938,-0.22406582880748188,-0.030440125416202755,-0.8310178279764043,-1.116575291692521,0.6955518986109024,0.31554243492567113,-1.1930835327678855,0
-0.10419803039304075,0.1371125207955034,0.644644290330308,-0.38116526073971385,-0.33753593751689065,0.3359578452721067,-0.9198633800075695,1.6297877889923424,2.0029442658805494,1
0.04043035052203623,2.398386933168023,-1.4303508608048772,0.8239913186682147,-1.0614347651850229,-0.5273550382263158,1.2045817882938976,1.7873788564399695,-2.5102090670555506,0
